ZipCode,MedianIncome,MarginOfError
88254,,
88255,,
88256,51875,16808
88260,65203,4184
88262,,
88263,112083,34058
88264,,
88265,,
88267,51429,35146
88268,,
88301,37125,12600
88310,48096,3196
88311,20982,8889
88312,60403,16002
88314,,
88316,63229,11529
88317,49143,25543
88318,62500,15793
88321,70680,38471
88323,,
88324,,
88325,67500,27513
88330,49044,5952
88336,40977,19411
88337,52344,26884
88338,,
88339,68301,8009
88340,34963,6184
88341,55400,20289
88342,,
88343,,
88344,98194,39404
88345,46440,10482
88346,28669,14965
88347,,
88348,,
88349,,
88350,,
88351,53713,31614
88352,53160,4548
88353,22656,5207
88354,,
88355,,
88401,32585,6297
88410,30500,18453
88411,70625,45389
88414,,
88415,38633,10827
88416,,
88417,,
88418,56471,14359
88419,70625,34077
88421,,
88422,50556,19668
88424,,
88426,28850,13404
88427,51250,31915
88430,33750,16702
88431,,
88434,32396,13644
88435,36621,6094
88436,,
88439,,
89001,75612,29846
89002,88425,5509
89003,,
89004,66328,20632
89005,69620,10406
89007,101645,33855
89008,33698,29103
89010,36417,14295
89011,81736,8664
89012,81896,5446
89013,42188,22991
89014,65719,3587
89015,60301,3792
89017,,
89018,54181,13155
89019,,
89020,31948,12678
89021,78750,33578
89022,,
89025,51549,10755
89026,,
89027,61019,3293
89029,42719,2479
89030,41049,2965
89031,70876,4311
89032,64659,4139
89034,77810,3964
89039,41111,11015
89040,68924,9306
89042,82738,26582
89043,62481,6651
89044,99987,11691
89045,70979,17719
89046,34875,11862
89047,75250,32523
89048,49137,5666
89049,32645,7135
89052,90064,5765
89054,,
89060,51268,9640
89061,60848,4762
89070,,
89074,81799,3573
89081,74297,4867
89084,86311,5783
89085,110863,14498
89086,52103,13666
89101,31175,2638
89102,40565,2565
89103,43401,2267
89104,42583,3765
89106,33292,5058
89107,43569,3082
89108,51161,1618
89109,39680,8649
89110,46558,3162
89113,78636,5517
89115,43114,2201
89117,62059,2956
89118,64779,4516
89119,41298,1560
89120,58675,4541
89121,46004,2376
89122,49463,3949
89123,74538,5025
89124,93690,39671
89128,63657,4385
89129,82439,3779
89130,78518,7094
89131,104688,2832
89134,70335,4217
89135,105087,6416
89138,140362,15598
89139,85248,3752
89141,98454,6965
89142,53658,4241
89143,86393,5717
89144,93078,6422
89145,66612,6443
89146,51438,3493
89147,63086,2379
89148,83224,4536
89149,88059,6037
89156,56315,2827
89158,117500,37347
89161,,
89166,97591,6265
89169,32050,3450
89178,92471,3510
89179,100840,8333
89183,69125,4506
89191,,
89301,65260,11344
89310,,
89311,62500,36788
89314,45625,7695
89315,,
89316,83750,22459
89317,70329,67676
89318,45378,11221
89319,,
89402,"250000",
89403,73574,4297
89404,,
89405,,
89406,61776,5837
89408,77659,5552
89409,58958,14773
89410,73100,9969
89411,110750,73095
89412,,
89413,81422,61191
89414,,
89415,46083,8212
89418,,
89419,60313,14272
89420,,
89421,20972,19668
89422,24727,24226
89423,88953,5113
89424,62664,36366
89425,62462,21611
89426,,
89427,29444,9249
89428,85341,16539
89429,49107,12449
89430,135526,109906
89431,54775,2158
89433,56390,5845
89434,73196,7027
89436,97633,4698
89437,,
89438,,
89439,70536,25160
89440,116156,58899
89441,111979,11217
89442,52969,7760
89444,50508,11979
89445,70873,3730
89446,,
89447,39122,2603
89448,106607,35053
89449,63567,7517
89450,,
89451,132227,15417
89460,72080,8921
89496,,
89501,37736,9164
89502,53180,2231
89503,58678,4133
89506,73608,4895
89508,80305,5401
89509,68248,4170
89510,71944,27553
89511,111410,3686
89512,41763,3074
89519,137830,14218
89521,111423,5504
89523,89448,4259
89557,,
89701,63094,4818
89703,71276,9368
89704,90343,8629
89705,71602,3716
89706,56033,4134
89801,80950,4968
89815,105399,5733
89820,93141,17474
89821,44911,44707
89822,72813,24518
89823,54423,22800
89825,27432,22590
89826,,
89828,,
89830,,
89831,,
89832,37292,11621
89833,82986,54320
89834,,
89835,52083,24301
89883,54150,35299
90001,52806,3424
90002,46159,4286
90003,47733,3338
90004,54947,2682
90005,44913,2807
90006,41068,2584
90007,33222,2666
90008,49379,5610
90010,76547,17272
90011,47126,1821
90012,53278,4801
90013,22291,5506
90014,31332,13138
90015,53062,6354
90016,53659,4443
90017,44607,5557
90018,55275,3170
90019,61616,5027
90020,51013,3135
90021,25364,9584
90022,57464,5228
90023,48293,2314
90024,67422,6939
90025,100453,5770
90026,70436,5492
90027,78356,4237
90028,52814,4221
90029,50822,3253
90031,53319,4959
90032,65761,5231
90033,49734,3345
90034,88490,3150
90035,101570,8629
90036,87868,6334
90037,45128,3278
90038,51096,4732
90039,99226,6770
90040,56948,8055
90041,95811,6616
90042,81853,4479
90043,60599,4691
90044,43388,2470
90045,115943,6270
90046,77162,5140
90047,62399,4532
90048,102567,13679
90049,143000,8199
90052,,
90056,105744,16745
90057,43796,2162
90058,33146,6197
90059,47682,3348
90061,50427,5281
90062,56500,6859
90063,57026,4472
90064,109357,10654
90065,80386,4694
90066,90983,3148
90067,109704,13583
90068,90733,8940
90069,98440,7649
90071,,
90073,,
90077,200625,27721
90079,,
90089,,
90094,166667,21604
90095,,
90201,49554,2073
90210,154740,22287
90211,89946,23536
90212,91663,14134
90220,65337,3484
90221,57610,3637
90222,63843,6544
90230,96837,12345
90232,105932,13231
90240,91518,6793
90241,75111,3807
90242,75005,6394
90245,126683,9002
90247,65598,3841
90248,69645,9168
90249,69670,5513
90250,65935,2461
90254,144388,11815
90255,53929,2398
90260,76236,5751
90262,61941,3870
90263,,
90265,175607,15495
90266,169586,11607
90270,54631,6860
90272,212115,29361
90274,186144,23059
90275,158952,7048
90277,111859,9862
90278,132479,8495
90280,59713,2150
90290,135262,18409
90291,105871,8771
90292,137813,19098
90293,110884,8050
90301,55111,5418
90302,62794,4219
90303,65077,3679
90304,50052,6013
90305,80281,7727
90401,90682,26802
90402,139667,45155
90403,113204,13871
90404,74591,8890
90405,97010,11749
90501,80816,5712
90502,89206,12265
90503,105142,6638
90504,97289,7503
90505,101043,6041
90506,,
90601,86268,6874
90602,55328,5300
90603,109485,5090
90604,88342,3216
90605,83667,5749
90606,82377,4222
90620,104701,5853
90621,76101,4807
90623,105632,6778
90630,109051,4155
90631,93045,4367
90638,97838,6471
90639,,
90640,66460,2245
90650,83217,3873
90660,78056,3695
90670,76397,5594
90680,71473,7453
90701,83321,10466
90703,115272,3601
90704,77644,18531
90706,70236,2768
90710,68537,5017
90712,108877,5709
90713,112118,5788
90715,79941,4385
90716,66537,2932
90717,85728,6820
90720,118531,9729
90723,60493,3264
90731,61144,4105
90732,105297,8974
90740,75019,8908
90742,91250,38587
90743,154750,12673
90744,55141,2851
90745,93759,4499
90746,96939,10437
90747,,
90755,79260,15600
90802,62720,4404
90803,98428,6332
90804,55647,3318
90805,57232,3960
90806,60172,3779
90807,81622,5310
90808,118814,5424
90810,67687,4554
90813,44867,2920
90814,84195,6400
90815,102939,5874
90822,,
90831,,
90840,,
91001,114668,8371
91006,113817,9188
91007,87339,9434
91008,167500,37894
91010,88357,8504
91011,187297,17423
91016,88285,6484
91020,59412,16183
91024,116884,14845
91030,115088,13027
91040,98044,7007
91042,73115,11232
91046,,
91101,79154,6376
91103,73705,5115
91104,85049,6574
91105,143892,13242
91106,84153,9910
91107,111084,7145
91108,170223,19963
91125,,
91201,59432,6960
91202,82476,10378
91203,66245,4074
91204,63443,5649
91205,48888,5179
91206,82664,7481
91207,103505,19693
91208,107000,14328
91210,105536,104622
91214,116201,7283
91301,142177,11173
91302,146521,21169
91303,66494,5583
91304,74987,5779
91306,77597,5290
91307,125343,8136
91311,101623,3132
91316,79858,7463
91320,130893,12241
91321,74424,8316
91324,88003,10500
91325,73119,4890
91326,130322,7922
91330,,
91331,72089,4431
91335,68163,3189
91340,67638,5247
91342,84312,2514
91343,71380,5117
91344,104640,3962
91345,85659,12754
91350,122399,7781
91351,90671,5971
91352,65085,3444
91354,136229,3584
91355,104637,5776
91356,90886,5277
91360,99229,6593
91361,122305,11200
91362,127279,8319
91364,116443,7747
91367,98803,9687
91371,,
91377,143153,9229
91381,144476,24358
91384,119866,7547
91387,100523,5469
91390,133150,17350
91401,65458,5431
91402,51485,2106
91403,104499,6341
91405,54391,3311
91406,64875,3040
91411,67430,3292
91423,97727,6017
91436,157898,26727
91501,78630,6509
91502,52906,10989
91504,89219,7267
91505,94610,8792
91506,83217,13331
91601,61761,5325
91602,83866,6196
91604,124271,8828
91605,56403,3472
91606,57146,4311
91607,80871,4967
91608,,
91701,105044,4254
91702,74175,3825
91706,72737,2121
91708,98161,17775
91709,109318,3383
91710,89375,4942
91711,112430,13186
91722,86583,4147
91723,73977,6898
91724,90799,9539
91730,76750,2838
91731,52758,5067
91732,58883,4883
91733,59375,5173
91737,105943,8968
91739,126111,8497
91740,92975,4567
91741,113446,9549
91744,80266,3648
91745,94608,4155
91746,79042,7484
91748,77183,4624
91750,96184,6320
91752,98913,5958
91754,71735,7212
91755,66355,3644
91759,101688,13225
91761,79614,5062
91762,69103,4764
91763,67853,5514
91764,65941,3887
91765,99705,5461
91766,67756,3633
91767,70039,6311
91768,64820,4823
91770,65042,4618
91773,100614,12095
91775,99362,6784
91776,70538,3922
91780,88119,2630
91784,138017,12076
91786,71693,3975
91789,116583,7068
91790,93181,6206
91791,89794,5835
91792,88610,3942
91801,73060,3332
91803,72773,6659
91901,105679,10095
91902,112331,13139
91905,,
91906,49191,10297
91910,77005,3129
91911,70873,3537
91913,114352,8100
91914,150284,11230
91915,128839,5083
91916,109861,21889
91917,82586,23004
91931,65316,33771
91932,68917,6428
91934,,
91935,114746,8554
91941,100224,6117
91942,72145,7457
91945,71294,2872
91948,72788,55181
91950,51300,3057
91962,138775,53181
91963,,
91977,76902,2947
91978,82885,15580
91980,,
92003,98304,19023
92004,83676,45635
92007,124219,23348
92008,89502,7332
92009,149820,11872
92010,108398,12154
92011,121353,17257
92014,178080,31078
92019,89937,8391
92020,64691,5164
92021,63395,2948
92024,133304,6853
92025,58608,3905
92026,83194,8517
92027,74690,4663
92028,87754,5874
92029,98848,7651
92036,64545,17912
92037,125636,6770
92040,88820,7471
92054,64694,4173
92055,,
92056,90777,2243
92057,91298,5409
92058,61636,6161
92059,87486,21179
92060,,
92061,78162,31270
92064,119838,9545
92065,103743,7465
92066,45375,42955
92067,216781,48862
92069,80429,5048
92070,75417,37844
92071,93043,5533
92075,111500,8848
92078,97908,9721
92081,90621,8901
92082,103509,13600
92083,73204,2121
92084,85150,7597
92086,48750,26191
92091,151458,68586
92092,,
92093,,
92096,,
92101,78092,4597
92102,59586,3951
92103,84756,7615
92104,79929,3204
92105,51868,3661
92106,117589,12210
92107,93741,6040
92108,87032,6499
92109,95170,8278
92110,87286,4821
92111,85347,6471
92113,49651,2305
92114,79917,5579
92115,59931,3584
92116,83869,4094
92117,97702,5933
92118,114559,8442
92119,101109,6187
92120,103596,7889
92121,117200,10712
92122,88073,5592
92123,97691,8700
92124,98693,7114
92126,105284,3667
92127,156464,13564
92128,112779,4779
92129,131688,10456
92130,166789,6574
92131,153058,10056
92132,,
92134,,
92135,,
92136,,
92139,80594,3709
92140,,
92145,,
92147,,
92154,74705,3594
92155,,
92161,,
92173,54003,5244
92179,,
92182,,
92201,50144,4290
92203,80430,3427
92210,120680,21328
92211,72445,8485
92220,48622,3735
92222,,
92223,90074,5682
92225,48102,8032
92227,51459,5690
92230,66337,11297
92231,47476,6651
92233,41071,8331
92234,56671,4151
92236,40641,3632
92239,39750,36876
92240,42155,3300
92241,36268,5789
92242,45994,3651
92243,48888,3304
92249,54668,8546
92250,55777,13355
92251,85599,7750
92252,49032,7463
92253,83348,7027
92254,28897,3259
92256,42552,7271
92257,11214,6009
92258,21641,19377
92259,,
92260,63023,7079
92262,60289,3832
92264,63518,3177
92266,19131,6236
92267,,
92268,44028,24713
92270,95158,11815
92273,43500,21862
92274,26500,4110
92275,25975,8237
92276,56055,11484
92277,47049,4503
92278,,
92280,,
92281,33833,3122
92282,42500,17743
92283,26685,5739
92284,50353,7617
92285,35732,6884
92301,57714,7703
92304,,
92305,91016,34619
92307,69595,7704
92308,57265,2960
92309,28933,13780
92310,58000,7485
92311,49919,6122
92313,76791,10397
92314,61034,7783
92315,67547,10046
92316,68589,3796
92317,,
92320,67835,8038
92321,43542,16718
92322,,
92324,61070,3249
92325,64549,6123
92327,18201,9400
92328,82750,44684
92332,178307,66817
92333,117708,76211
92335,64946,3159
92336,103200,4599
92337,89965,4769
92338,,
92339,77649,34799
92341,51375,31583
92342,81861,24305
92344,90560,8408
92345,54881,3804
92346,74569,5780
92347,40923,13452
92350,,
92352,97034,20211
92354,67776,8710
92356,36720,4547
92358,63194,25037
92359,62891,18955
92363,33268,7229
92364,,
92365,55625,17798
92368,41442,21804
92369,,
92371,63605,8777
92372,62542,24425
92373,86430,9784
92374,86132,7200
92376,64478,2329
92377,100625,16814
92378,59205,36238
92382,72331,8130
92384,,
92385,47386,43757
92386,40568,9044
92389,35227,14988
92391,75117,68231
92392,66908,4166
92394,68767,3535
92395,50223,6691
92397,66591,26279
92398,52259,11503
92399,76311,5605
92401,38667,10780
92404,55381,4974
92405,45478,6279
92407,76743,5353
92408,56683,7024
92410,45741,3478
92411,52281,4539
92415,,
92501,71980,7057
92503,80594,4017
92504,73153,4748
92505,72721,3975
92506,107085,4921
92507,61410,3524
92508,129794,5454
92509,81747,4750
92518,85435,37910
92521,,
92530,70714,4849
92532,94752,8816
92536,65509,28432
92539,48954,6786
92543,41826,3378
92544,57881,3156
92545,49458,3424
92548,54444,12059
92549,72738,18302
92551,80287,8770
92553,59966,2889
92555,98162,6907
92557,79833,4140
92561,62115,44758
92562,101667,4006
92563,105106,7692
92567,86818,16166
92570,68305,5012
92571,73026,4283
92582,78812,7207
92583,50847,4666
92584,103842,5260
92585,89105,11912
92586,50921,4248
92587,95000,19343
92590,65389,7687
92591,94745,7632
92592,114281,4976
92595,83799,6781
92596,106957,7243
92602,123455,23815
92603,175012,21715
92604,114575,8211
92606,124586,11789
92610,155101,15816
92612,76648,8520
92614,104971,9658
92617,57372,6377
92618,117833,10797
92620,131521,8453
92624,110990,22175
92625,167925,14845
92626,98766,4079
92627,94833,4954
92629,111155,2458
92630,108963,7032
92637,53076,3745
92646,112926,4683
92647,97736,4989
92648,105759,7131
92649,104320,6466
92651,138734,14107
92653,111111,7366
92655,48323,19820
92656,121275,6076
92657,181176,51647
92660,142500,14777
92661,169911,94620
92662,143781,17791
92663,118718,12200
92672,96929,5105
92673,159244,12656
92675,111875,4744
92676,107794,12330
92677,125495,3842
92678,125000,22689
92679,197951,12109
92683,71108,4574
92688,127522,8863
92691,122967,6010
92692,128194,5730
92694,165290,10613
92697,,
92701,57796,4738
92703,71807,4192
92704,80902,3370
92705,119260,7169
92706,80990,6446
92707,89455,6223
92708,92765,6115
92780,83662,4500
92782,123909,12261
92801,71309,3145
92802,70622,5914
92804,70649,4087
92805,74002,3804
92806,83330,4428
92807,126354,5674
92808,137009,12585
92821,105330,7389
92823,143971,27274
92831,79461,6798
92832,79593,7167
92833,98176,8197
92835,132228,12535
92840,80471,4248
92841,68875,5720
92843,74940,6672
92844,64536,5946
92845,116333,8185
92860,115773,7206
92861,172375,40231
92865,118212,11020
92866,78365,9097
92867,108547,8325
92868,79722,12725
92869,126864,10611
92870,103233,6325
92879,76973,5295
92880,128425,9500
92881,125134,7634
92882,90900,4797
92883,112151,11246
92886,132888,3946
92887,143723,11873
93001,72259,5868
93003,87552,5804
93004,102158,6380
93010,100895,5854
93012,111228,8334
93013,88995,14398
93015,74518,12183
93021,125801,6914
93022,98101,8123
93023,79815,7317
93030,82427,6375
93033,76445,5042
93035,93593,7201
93036,85037,5501
93040,69808,23866
93041,67334,7203
93042,,
93043,,
93060,69133,3338
93063,101509,4893
93064,,
93065,102654,4582
93066,134063,52635
93067,96250,84029
93101,67368,8063
93103,99725,24660
93105,109018,14792
93106,,
93108,192303,26573
93109,107364,8928
93110,99261,13177
93111,132603,12647
93117,77964,5965
93201,36442,19047
93202,53528,11880
93203,42857,3795
93204,52080,7810
93205,23061,4418
93206,47188,8397
93207,36875,24665
93208,,
93210,64940,4973
93212,46312,8506
93215,47586,6499
93218,37750,12979
93219,42205,4901
93220,,
93221,66308,9217
93222,47083,24118
93223,47355,9865
93224,63333,28367
93225,51595,13336
93226,,
93227,,
93230,68450,4894
93234,34429,9592
93235,42438,5023
93237,82759,76960
93238,39652,11978
93239,41568,9663
93240,30522,13571
93241,34119,4505
93242,45139,28062
93243,24351,4117
93244,,
93245,67407,6023
93246,,
93247,44205,6990
93249,38077,6449
93250,39009,4925
93251,63125,18953
93252,46215,3694
93254,47500,14366
93255,30955,20123
93256,43538,6498
93257,48411,3482
93258,40257,7296
93260,43026,9993
93261,17841,4503
93262,,
93263,55847,5731
93265,82821,27004
93266,51458,13400
93267,38245,7513
93268,46827,6038
93270,42898,12890
93271,73674,6063
93272,41528,9334
93274,61756,2487
93276,,
93277,67422,5113
93280,40696,3038
93283,21717,17978
93285,30556,9472
93286,41127,8741
93287,95000,37047
93291,68388,5073
93292,71089,3431
93301,31992,4459
93304,45563,3221
93305,34212,4608
93306,60857,4012
93307,46552,4265
93308,49490,3927
93309,54572,2543
93311,101447,8861
93312,102677,5750
93313,92049,4362
93314,118504,8555
93401,83814,5687
93402,82894,7431
93405,49678,6525
93407,,
93408,,
93409,,
93410,,
93420,94315,6548
93422,84456,7514
93424,78629,37930
93426,105223,25335
93427,108447,24138
93428,87961,9406
93429,,
93430,77662,10441
93432,97500,15810
93433,77637,10916
93434,58449,8448
93436,67941,3097
93437,64576,16844
93440,67418,43050
93441,111587,26659
93442,79918,5834
93444,98125,18848
93445,68671,9323
93446,81707,7744
93449,94268,12791
93450,61333,26066
93451,68929,5013
93452,50486,17059
93453,68029,36606
93454,73166,3539
93455,99418,4875
93458,66350,6002
93460,113017,23613
93461,66650,23217
93463,115112,27201
93465,113017,19283
93501,48447,8888
93505,44733,12196
93510,113056,12671
93512,57917,26456
93513,52500,10294
93514,68963,6234
93516,64306,32044
93517,66736,41842
93518,53914,6189
93519,,
93522,,
93523,62768,9755
93524,,
93526,52500,11978
93527,83255,18641
93528,,
93529,101250,46006
93530,,
93531,,
93532,80357,14639
93534,46875,4024
93535,51560,2471
93536,89987,5935
93541,,
93543,61936,8411
93544,73409,37938
93545,35574,16237
93546,78029,18033
93549,61607,45213
93550,54693,3040
93551,98181,5700
93552,73074,6187
93553,59805,27072
93554,24537,10642
93555,73166,6524
93558,,
93560,70119,8592
93561,74949,8719
93562,45682,18441
93563,210600,137622
93581,,
93591,53733,1680
93601,66961,23105
93602,65215,7206
93603,,
93604,102155,34692
93605,,
93606,72917,49441
93608,36413,14802
93609,57298,4721
93610,62561,7468
93611,104748,5241
93612,51820,3439
93614,76963,5636
93615,53150,4932
93616,47500,14494
93618,50993,4182
93619,121444,8171
93620,49789,5987
93621,,
93622,38453,6037
93623,,
93624,40200,9570
93625,63527,12391
93626,105313,47249
93627,69583,11344
93628,,
93630,56705,16092
93631,72252,6029
93633,,
93634,,
93635,68770,4212
93636,104201,11396
93637,67333,6932
93638,52399,4067
93640,37779,3405
93641,,
93643,60982,3477
93644,63438,12337
93645,69792,25251
93646,29904,2648
93647,49067,11817
93648,44632,7285
93650,38643,4008
93651,93310,24317
93652,40481,7735
93653,103194,31851
93654,57452,3355
93656,55856,12416
93657,63994,6504
93660,40000,14677
93662,49504,4159
93664,120357,23989
93665,,
93666,27054,11021
93667,49688,20555
93668,66471,33122
93669,41250,38783
93670,,
93673,52031,7605
93675,61140,38596
93701,25905,2510
93702,32418,3008
93703,35526,3570
93704,63490,4585
93705,46253,3183
93706,34147,3400
93710,55175,4041
93711,81599,4411
93720,94011,5653
93721,24643,9391
93722,69214,3916
93723,94564,17739
93725,57219,4622
93726,47809,4253
93727,65633,3077
93728,45546,5101
93730,130726,24686
93737,98714,13976
93740,,
93741,,
93901,78290,5150
93905,63694,3508
93906,80214,3989
93907,88540,3999
93908,158094,16560
93920,65026,16388
93921,93693,39023
93923,107255,17612
93924,141250,29309
93925,56563,36956
93926,74167,11096
93927,66786,8691
93928,,
93930,64762,4825
93932,57054,53406
93933,80360,5553
93940,91165,5279
93943,,
93944,,
93950,92980,5470
93953,138917,13607
93954,68750,26624
93955,73866,4836
93960,64821,18646
93962,,
94002,175694,21439
94005,122202,30535
94010,172009,11842
94014,101168,8574
94015,106742,4327
94018,194038,64634
94019,137601,9579
94020,191915,64180
94021,"250000",
94022,"250000",
94024,"250000",
94025,183750,16980
94027,"250000",
94028,"250000",
94030,141399,9778
94037,165722,83310
94038,116773,26061
94040,153275,12445
94041,160328,16386
94043,159898,9106
94044,138381,7130
94060,100288,48974
94061,131140,7808
94062,203000,15381
94063,94028,15675
94065,181975,14440
94066,117747,7214
94070,205912,18642
94074,131923,77058
94080,113008,7824
94085,153003,12405
94086,162017,6473
94087,178128,13436
94089,136983,9966
94102,55888,8518
94103,93143,19514
94104,42591,34706
94105,244662,44963
94107,164289,16291
94108,65392,9547
94109,104476,6880
94110,143938,12160
94111,135735,38208
94112,112795,4921
94114,169459,14335
94115,138023,9520
94116,134652,8621
94117,174419,14522
94118,139043,8452
94121,116970,7718
94122,130708,7915
94123,194098,12618
94124,66618,6035
94127,180768,15386
94128,,
94129,218717,28267
94130,83077,38983
94131,181329,12567
94132,93995,13530
94133,71063,8156
94134,93068,11695
94158,161391,31876
94188,,
94301,184932,35517
94303,133686,18364
94304,152772,13844
94305,67224,14739
94306,185588,17536
94401,104260,9393
94402,170688,21615
94403,151369,9126
94404,166203,7407
94501,101705,3936
94502,190174,21572
94503,118143,11195
94505,138339,6530
94506,223362,17978
94507,"250000",
94508,111917,19924
94509,71905,3326
94510,118228,10377
94511,80227,27006
94512,,
94513,124673,4640
94514,80000,40813
94515,84676,11483
94516,122917,82015
94517,144097,13251
94518,105222,4978
94519,111850,10894
94520,71846,5700
94521,112030,6182
94523,130277,9733
94525,95099,15459
94526,174350,12077
94528,,
94530,115789,6523
94531,106570,7796
94533,79259,3904
94534,121478,4014
94535,74821,2724
94536,139636,10127
94538,130947,6993
94539,200046,7716
94541,92270,5245
94542,121563,11532
94544,95744,5058
94545,100248,10824
94546,111570,4715
94547,114124,5161
94548,140417,87961
94549,190250,17075
94550,158887,6182
94551,116269,9620
94552,183578,17756
94553,110971,4349
94555,177333,17549
94556,167500,16467
94558,102244,4829
94559,85149,4372
94560,144011,10153
94561,109410,6659
94562,,
94563,"250000",
94564,104275,6191
94565,83703,4160
94566,172403,5519
94567,61477,13070
94568,171168,8968
94569,,
94571,73547,7759
94572,86150,13170
94573,,
94574,116322,19355
94575,,
94576,66818,53093
94577,97476,5404
94578,74912,6739
94579,92102,5038
94580,99360,6938
94582,186367,20036
94583,161347,10529
94585,86000,7905
94586,174792,54812
94587,127828,4291
94588,162286,8040
94589,76554,2900
94590,60105,4633
94591,95628,4431
94592,148125,51595
94595,84688,6196
94596,125731,9182
94597,133930,13960
94598,166534,15397
94599,69769,7372
94601,54972,4926
94602,115087,9216
94603,60068,3924
94605,83026,5574
94606,67197,4030
94607,66211,7757
94608,106037,5010
94609,99783,7540
94610,117530,7702
94611,147080,8610
94612,65536,11492
94613,,
94618,172454,17266
94619,113554,8470
94621,47003,5334
94702,86058,14270
94703,95125,14248
94704,46913,12288
94705,143533,6342
94706,115712,6530
94707,182603,20876
94708,201099,3148
94709,79808,13285
94710,105729,16770
94720,,
94801,72456,5201
94803,101696,4826
94804,71824,5303
94805,95534,8631
94806,74867,5083
94901,105706,4243
94903,111423,8698
94904,143338,8569
94920,203717,34936
94922,,
94923,,
94924,90481,33105
94925,183661,32791
94928,82894,4909
94929,183229,4595
94930,114811,9312
94931,95131,9700
94933,120000,20464
94937,78077,37470
94938,99688,37202
94939,150179,24148
94940,107955,95523
94941,183882,16288
94945,109544,15062
94946,104375,46272
94947,121833,15745
94949,107547,12985
94950,,
94951,101197,7426
94952,102238,7357
94954,100668,5153
94956,73558,27723
94957,"250000",
94960,156169,19195
94963,170938,95237
94964,,
94965,125070,15278
94970,104875,52083
94971,80139,57120
94972,,
94973,125579,85276
95002,110536,18609
95003,128833,13450
95004,116779,37650
95005,89761,15220
95006,120243,15742
95007,145549,138000
95008,128476,7106
95010,83827,9611
95012,69076,23438
95013,,
95014,198602,11213
95017,76667,34214
95018,106597,13759
95019,61891,3210
95020,117236,6244
95023,94775,7639
95030,215461,25451
95032,163082,10759
95033,161971,15292
95035,149223,6362
95037,139716,6689
95039,43867,14982
95041,142944,79828
95043,104423,19709
95045,97369,10400
95046,130559,27051
95050,107311,10535
95051,160979,5782
95053,,
95054,171799,12767
95060,93839,7147
95062,91801,7044
95064,107500,36387
95065,121538,15390
95066,130975,17989
95070,222235,21642
95073,105508,8095
95075,138611,57094
95076,81318,3286
95110,119408,18516
95111,81166,5335
95112,83224,6158
95113,124625,21876
95116,76339,3968
95117,107972,9111
95118,130745,12481
95119,133017,16598
95120,221632,7253
95121,117991,7965
95122,90984,5633
95123,124389,7492
95124,165344,8318
95125,128452,6766
95126,116063,10998
95127,110887,3831
95128,105563,4963
95129,163245,8393
95130,158656,19405
95131,151389,11166
95132,143695,5971
95133,110484,10336
95134,166828,10624
95135,178977,23048
95136,131879,7387
95138,172434,13663
95139,148750,24728
95140,,
95148,153433,12261
95202,16976,3181
95203,48044,6500
95204,62366,4930
95205,48767,5094
95206,59893,5217
95207,61167,4070
95209,88809,5932
95210,52453,3446
95211,,
95212,98917,8727
95215,51462,5943
95219,83934,5483
95220,93333,19040
95221,,
95222,57000,23133
95223,78403,22729
95224,36667,21913
95225,88333,24471
95226,,
95227,101071,35711
95228,86132,10344
95230,108889,26014
95231,77054,27187
95232,,
95233,127250,86022
95236,80221,19791
95237,76333,11127
95240,62268,3499
95242,80726,6910
95245,75700,11390
95246,71094,50268
95247,58619,12180
95248,,
95249,33342,21640
95251,110036,22946
95252,76792,16459
95253,,
95254,105243,35216
95255,60000,28426
95257,76875,45373
95258,117614,19977
95301,61856,3458
95303,139750,51059
95304,101069,12549
95305,,
95306,55313,32708
95307,65316,3288
95309,,
95310,40069,10134
95311,49279,26652
95312,76563,15540
95313,53667,27318
95315,67021,9544
95316,93569,14039
95317,49483,17070
95318,45833,5916
95319,40724,16443
95320,66420,12932
95321,59664,16257
95322,56888,13920
95323,82130,4875
95324,64802,14640
95325,,
95326,87806,16338
95327,54199,13837
95328,53007,6462
95329,58333,9306
95330,98811,11383
95333,54500,14929
95334,68417,12059
95335,,
95336,75766,4696
95337,91190,5092
95338,54323,3913
95340,59034,3481
95341,46760,4969
95345,58106,18999
95346,99327,52405
95348,53557,3403
95350,62105,4697
95351,50649,3536
95354,54808,4790
95355,72349,3927
95356,81825,8423
95357,86462,6356
95358,65442,4222
95360,69571,18866
95361,79423,8806
95363,83458,7207
95364,,
95365,38571,13036
95366,93469,9617
95367,75968,5642
95368,87615,12202
95369,57292,32179
95370,65245,8281
95372,86932,53951
95374,49318,11590
95375,,
95376,90735,4095
95377,128732,10356
95379,63598,10771
95380,53825,4584
95382,80571,6034
95383,80806,20963
95385,56625,23562
95386,68454,10571
95387,56821,37012
95388,51699,5403
95389,38325,15137
95391,154155,14879
95401,82414,5792
95403,84517,5216
95404,88574,4940
95405,99978,7855
95407,75542,4982
95409,85614,8659
95410,85500,60698
95412,65817,61881
95415,44076,8324
95417,,
95419,,
95420,139850,114225
95421,59479,5097
95422,38325,5209
95423,45600,11282
95425,93039,15667
95426,74457,58941
95427,49335,6163
95428,46319,7418
95429,,
95430,,
95431,,
95432,,
95435,,
95436,76742,11435
95437,54221,7060
95439,126406,120320
95441,125750,23711
95442,151342,42323
95443,,
95444,86483,28049
95445,70027,17665
95446,79205,6313
